Type,X,Y,OBJECTID,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg,STREET_TYPE,distance,duration,,,,,,,,
TAG,-93.26634,44.937223,1944,2019-02-13T00:00:00.000Z,3612 OAKLAND AVE S,44.937223,-93.26634,8,Powderhorn,Central,5,2,Westminster,RES,6787.3,641.4,,,,,,,,
TAG,-93.302024,44.941475,1945,2019-02-13T00:00:00.000Z,1518 34TH ST W,44.941475,-93.302024,10,Calhoun Isle,ECCO,5,2,Westminster,MSA,5321.4,563.0,,,,,,,,
TAG,-93.241618,44.987124,1946,2019-02-13T00:00:00.000Z,702 8TH AVE SE,44.987124,-93.241618,3,University,Marcy Holmes,4,2,Westminster,RES,5021.9,559.8,,,,,,,,
TAG,-93.266872,44.997531,1947,2019-02-13T00:00:00.000Z,120 10TH AVE NE,44.997531,-93.266872,3,Northeast,St. Anthony West,2,2,Westminster,LOCAL,3916.7,421.3,,,,,,,,
TAG,-93.283155,44.953474,1948,2019-02-13T00:00:00.000Z,2702 PLEASANT AVE,44.953474,-93.283155,10,Powderhorn,Whittier,3,2,Westminster,RES,3895.0,420.2,,,,,,,,
TAG,-93.272622,44.932378,1949,2019-02-13T00:00:00.000Z,302 39TH ST E,44.932378,-93.272622,8,Powderhorn,Bryant,5,2,Westminster,RES,6837.9,641.2,,,,,,,,
TAG,-93.266328,44.937322,1950,2019-02-13T00:00:00.000Z,3600 OAKLAND AVE S,44.937322,-93.266328,8,Powderhorn,Central,5,2,Westminster,RES,6776.3,640.5,,,,,,,,
TAG,-93.26125,44.928243,1951,2019-02-13T00:00:00.000Z,4114 ELLIOT AVE,44.928243,-93.26125,8,Powderhorn,Bancroft,6,2,Westminster,RES,8182.6,757.0,,,,,,,,
TAG,-93.263941,44.950639,1952,2019-02-13T00:00:00.000Z,2836 COLUMBUS AVE S,44.950639,-93.263941,6,Phillips,Phillips West,3,2,Westminster,RES,5288.8,553.4,,,,,,,,
TAG,-93.269104,44.946942,1953,2019-02-13T00:00:00.000Z,3044 5TH AVE S,44.946942,-93.269104,9,Powderhorn,Central,5,2,Westminster,RES,5506.3,541.5,,,,,,,,
TAG,-93.233292,45.028317,1954,2019-02-13T00:00:00.000Z,3316 GARFIELD ST NE,45.028317,-93.233292,1,Northeast,Waite Park,2,2,Westminster,RES,9778.4,894.9,,,,,,,,
TAG,-93.269058,44.947122,1955,2019-02-13T00:00:00.000Z,3038 5TH AVE S,44.947122,-93.269058,9,Powderhorn,Central,5,2,Westminster,RES,5486.3,539.9,,,,,,,,
TAG,-93.266322,44.938031,1956,2019-02-13T00:00:00.000Z,3544 OAKLAND AVE S,44.938031,-93.266322,9,Powderhorn,Central,5,2,Westminster,RES,6700.2,634.4,,,,,,,,
TAG,-93.211304,44.989766,1957,2019-02-13T00:00:00.000Z,2930 TALMAGE AVE SE,44.989766,-93.211304,1,University,Como,4,2,Westminster,MSA,7564.0,782.4,,,,,,,,
TAG,-93.282987,44.954201,1958,2019-02-13T00:00:00.000Z,2648 PLEASANT AVE,44.954201,-93.282987,10,Powderhorn,Whittier,3,2,Westminster,RES,4121.4,422.9,,,,,,,,
TAG,-93.275309,44.959556,1959,2019-02-13T00:00:00.000Z,2350 STEVENS AVE S,44.959556,-93.275309,10,Powderhorn,Whittier,3,2,Westminster,RES,3695.4,382.6,,,,,,,,
TAG,-93.269544,44.93238,1960,2019-02-13T00:00:00.000Z,410 39TH ST E,44.93238,-93.269544,8,Powderhorn,Bryant,5,2,Westminster,RES,7076.3,666.1,,,,,,,,
TAG,-93.308846,45.01242,1961,2019-02-13T00:00:00.000Z,2918 RUSSELL AVE N,45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster,CSAH,5273.4,516.9,,,,,,,,
TAG,-93.241737,44.987058,1962,2019-02-13T00:00:00.000Z,628 8TH AVE SE,44.987058,-93.241737,3,University,Marcy Holmes,4,2,Westminster,RES,5033.1,561.9,,,,,,,,
TAG,-93.289234,45.017266,1963,2019-02-13T00:00:00.000Z,3414 ALDRICH AVE N,45.017266,-93.289234,4,Camden,McKinley,1,2,Westminster,RES,5009.9,483.8,,,,,,,,
TAG,-93.273163,44.965292,1964,2019-02-13T00:00:00.000Z,228 18TH ST E,44.965292,-93.273163,6,Central,Steven's Square - Loring Heights,3,2,Westminster,RES,3245.7,365.0,,,,,,,,
TAG,-93.266404,44.938097,1965,2019-02-13T00:00:00.000Z,3544 OAKLAND AVE S,44.938097,-93.266404,9,Powderhorn,Central,5,2,Westminster,RES,6692.8,633.8,,,,,,,,
TAG,-93.298541,44.983001,1966,2019-02-13T00:00:00.000Z,512 HUMBOLDT AVE N,44.983001,-93.298541,5,Near North,Harrison,3,2,Westminster,RES,1114.7,178.0,,,,,,,,
TAG,-93.269078,44.947049,1967,2019-02-13T00:00:00.000Z,3040 5TH AVE S,44.947049,-93.269078,9,Powderhorn,Central,5,2,Westminster,RES,5494.4,540.6,,,,,,,,
TAG,-93.273133,44.965261,1968,2019-02-13T00:00:00.000Z,230 18TH ST E,44.965261,-93.273133,6,Central,Steven's Square - Loring Heights,3,2,Westminster,RES,3243.4,364.4,,,,,,,,
TAG,-93.298096,45.01641,1969,2019-02-13T00:00:00.000Z,3342 HUMBOLDT AVE N,45.01641,-93.298096,4,Camden,Folwell,1,2,Westminster,RES,4934.5,508.7,,,,,,,,
TAG,-93.242285,44.986442,1970,2019-02-13T00:00:00.000Z,622 8TH AVE SE,44.986442,-93.242285,3,University,Marcy Holmes,4,2,Westminster,RES,5113.6,576.3,,,,,,,,
TAG,-93.289276,45.017026,1971,2019-02-13T00:00:00.000Z,3410 ALDRICH AVE N,45.017026,-93.289276,4,Camden,McKinley,1,2,Westminster,RES,4983.3,481.7,,,,,,,,
TAG,-93.227576,44.935343,1972,2019-02-13T00:00:00.000Z,3704 DIGHT AVE S,44.935343,-93.227576,12,Longfellow,Howe,6,2,Westminster,RES,9095.0,729.2,,,,,,,,
TAG,-93.261046,44.966645,1973,2019-02-13T00:00:00.000Z,1620 ELLIOT AVE,44.966645,-93.261046,6,Central,Elliot Park,3,2,Westminster,RES,3635.6,447.1,,,,,,,,
TAG,-93.263915,44.949862,1974,2019-02-13T00:00:00.000Z,2854 COLUMBUS AVE S,44.949862,-93.263915,6,Phillips,Phillips West,3,2,Westminster,RES,5375.2,568.2,,,,,,,,
TAG,-93.266274,44.93851,1975,2019-02-13T00:00:00.000Z,3536 OAKLAND AVE S,44.93851,-93.266274,9,Powderhorn,Central,5,2,Westminster,RES,6647.0,630.2,,,,,,,,
TAG,-93.227554,44.935313,1976,2019-02-13T00:00:00.000Z,3706 DIGHT AVE S,44.935313,-93.227554,12,Longfellow,Howe,6,2,Westminster,RES,9098.8,729.5,,,,,,,,
TAG,-93.289277,45.016916,1977,2019-02-13T00:00:00.000Z,3400 ALDRICH AVE N,45.016916,-93.289277,4,Camden,McKinley,1,2,Westminster,RES,4971.0,480.7,,,,,,,,
TAG,-93.292018,44.93588,1978,2019-02-13T00:00:00.000Z,1002 37TH ST W,44.93588,-93.292018,10,Southwest,East Harriet,5,2,Westminster,RES,5755.7,541.5,,,,,,,,
TAG,-93.266943,44.996304,1979,2019-02-13T00:00:00.000Z,118 9TH AVE NE,44.996304,-93.266943,3,Northeast,St. Anthony West,2,2,Westminster,RES,3728.5,398.5,,,,,,,,
TAG,-93.275302,44.96005,1980,2019-02-13T00:00:00.000Z,2226 STEVENS AVE S,44.96005,-93.275302,10,Powderhorn,Whittier,3,2,Westminster,RES,3750.4,392.5,,,,,,,,
TAG,-93.216608,44.986368,1981,2019-02-14T00:00:00.000Z,885 WEEKS AVE SE,44.986368,-93.216608,2,University,Como,4,3,Westminster,RES,7302.0,816.1,,,,,,,,
TAG,-93.266341,44.928415,1982,2019-02-14T00:00:00.000Z,4109 OAKLAND AVE S,44.928415,-93.266341,8,Powderhorn,Bryant,5,3,Westminster,RES,7526.8,751.0,,,,,,,,
TAG,-93.284211,44.941325,1983,2019-02-14T00:00:00.000Z,313 33RD ST E,44.941325,-93.284211,8,Powderhorn,Lyndale,5,3,Westminster,RES,5653.4,543.1,,,,,,,,
TAG,-93.298406,45.034822,1984,2019-02-14T00:00:00.000Z,4351 HUMBOLDT AVE N,45.034822,-93.298406,4,Camden,Webber - Camden,1,3,Westminster,RES,7868.0,625.0,,,,,,,,
TAG,-93.313339,45.045906,1985,2019-02-14T00:00:00.000Z,2603 50TH AVE N,45.045906,-93.313339,4,Camden,Shingle Creek,1,3,Westminster,RES,10387.0,760.4,,,,,,,,
TAG,-93.281225,44.962369,1986,2019-02-14T00:00:00.000Z,2007 PILLSBURY AVE,44.962369,-93.281225,10,Powderhorn,Whittier,3,3,Westminster,RES,3130.5,357.4,,,,,,,,
TAG,-93.276007,44.966049,1987,2019-02-14T00:00:00.000Z,109 17TH ST E,44.966049,-93.276007,6,Central,Steven's Square - Loring Heights,3,3,Westminster,RES,3344.9,406.0,,,,,,,,
TAG,-93.26898,44.939675,1988,2019-02-14T00:00:00.000Z,3449 5TH AVE S,44.939675,-93.26898,9,Powderhorn,Central,5,3,Westminster,RES,6459.1,638.6,,,,,,,,
TAG,-93.254955,44.911536,1989,2019-02-14T00:00:00.000Z,5031 14TH AVE S,44.911536,-93.254955,11,Nokomis,Hale,6,1,Westminster,RES,11119.1,982.2,,,,,,,,
TAG,-93.281223,44.962426,1990,2019-02-14T00:00:00.000Z,2005 PILLSBURY AVE,44.962426,-93.281223,10,Powderhorn,Whittier,3,3,Westminster,RES,3124.3,356.3,,,,,,,,
TAG,-93.2865,45.01357,1991,2019-02-14T00:00:00.000Z,3211 6TH ST N,45.01357,-93.2865,4,Camden,McKinley,1,3,Westminster,RES,4523.6,442.0,,,,,,,,
TAG,-93.24375,44.984543,1992,2019-02-14T00:00:00.000Z,417 8TH AVE SE,44.984543,-93.24375,3,University,Marcy Holmes,4,3,Westminster,RES,5237.0,577.0,,,,,,,,
TAG,-93.298391,45.034661,1993,2019-02-14T00:00:00.000Z,4345 HUMBOLDT AVE N,45.034661,-93.298391,4,Camden,Webber - Camden,1,3,Westminster,RES,7885.9,628.2,,,,,,,,
TAG,-93.269199,44.938434,1994,2019-02-14T00:00:00.000Z,3535 5TH AVE S,44.938434,-93.269199,9,Powderhorn,Central,5,3,Westminster,RES,6601.4,649.2,,,,,,,,
TAG,-93.312211,45.045749,1995,2019-02-14T00:00:00.000Z,2505 50TH AVE N,45.045749,-93.312211,4,Camden,Shingle Creek,1,3,Westminster,RES,10298.2,745.3,,,,,,,,
TAG,-93.297203,44.992677,1996,2019-02-14T00:00:00.000Z,1319 GIRARD AVE N,44.992677,-93.297203,5,Near North,Near - North,1,3,Westminster,RES,2504.8,296.7,,,,,,,,
TAG,-93.242386,44.94738,1997,2019-02-14T00:00:00.000Z,3021 21ST AVE S,44.94738,-93.242386,9,Powderhorn,Corcoran,6,3,Westminster,MSA,7007.9,692.1,,,,,,,,
TAG,-93.28655,45.013748,1998,2019-02-14T00:00:00.000Z,3221 6TH ST N,45.013748,-93.28655,4,Camden,McKinley,1,3,Westminster,RES,4543.4,443.6,,,,,,,,
TAG,-93.22823,44.989124,1999,2019-02-14T00:00:00.000Z,1043 17TH AVE SE,44.989124,-93.22823,1,University,Como,4,3,Westminster,RES,6409.3,742.5,,,,,,,,
TAG,-93.276077,44.965958,2000,2019-02-14T00:00:00.000Z,107 17TH ST E,44.965958,-93.276077,6,Central,Steven's Square - Loring Heights,3,3,Westminster,RES,3334.9,403.6,,,,,,,,
TAG,-93.303332,44.951557,2001,2019-02-14T00:00:00.000Z,2839 JAMES AVE S,44.951557,-93.303332,7,Calhoun Isle,East Isles,3,3,Westminster,RES,4517.9,517.6,,,,,,,,
TAG,-93.247583,44.935925,2002,2019-02-14T00:00:00.000Z,1825 37TH ST E,44.935925,-93.247583,9,Powderhorn,Powderhorn Park,6,3,Westminster,RES,8002.4,805.9,,,,,,,,
TAG,-93.281262,44.962014,2003,2019-02-14T00:00:00.000Z,2013 PILLSBURY AVE,44.962014,-93.281262,10,Powderhorn,Whittier,3,3,Westminster,RES,3170.0,364.5,,,,,,,,
TAG,-93.303235,45.03016,2004,2019-02-14T00:00:00.000Z,3753 RUSSELL AVE N,45.03016,-93.303235,4,Camden,Webber - Camden,1,3,Westminster,MSA,7542.2,669.8,,,,,,,,
TAG,-93.268931,44.934601,2005,2019-02-14T00:00:00.000Z,3749 5TH AVE S,44.934601,-93.268931,8,Powderhorn,Central,5,3,Westminster,RES,7027.9,683.3,,,,,,,,
TAG,-93.286513,45.014211,2006,2019-02-14T00:00:00.000Z,3231 6TH ST N,45.014211,-93.286513,4,Camden,McKinley,1,3,Westminster,RES,4594.9,447.7,,,,,,,,
TAG,-93.26637,44.936363,2007,2019-02-14T00:00:00.000Z,3637 OAKLAND AVE S,44.936363,-93.26637,8,Powderhorn,Central,5,3,Westminster,RES,6642.9,680.3,,,,,,,,
TAG,-93.293174,44.944645,2008,2019-02-14T00:00:00.000Z,3209 DUPONT AVE S,44.944645,-93.293174,10,Calhoun Isle,CARAG,5,3,Westminster,LOCAL,4914.1,485.7,,,,,,,,
TAG,-93.249884,44.934217,2009,2019-02-14T00:00:00.000Z,3751 17TH AVE S,44.934217,-93.249884,9,Powderhorn,Powderhorn Park,6,3,Westminster,RES,7996.0,799.5,,,,,,,,
TAG,-93.276179,44.966711,2010,2019-02-14T00:00:00.000Z,105 17TH ST E,44.966711,-93.276179,7,Central,Loring Park,3,3,Westminster,MSA,3275.6,337.5,,,,,,,,
TAG,-93.245408,44.982572,2011,2019-02-14T00:00:00.000Z,217 8TH AVE SE,44.982572,-93.245408,3,University,Marcy Holmes,4,3,Westminster,LOCAL,4983.8,552.2,,,,,,,,
TAG,-93.245419,44.982562,2012,2019-02-14T00:00:00.000Z,215 8TH AVE SE,44.982562,-93.245419,3,University,Marcy Holmes,4,3,Westminster,LOCAL,4982.4,552.0,,,,,,,,
TAG,-93.28655,45.014402,2013,2019-02-14T00:00:00.000Z,3235 6TH ST N,45.014402,-93.28655,4,Camden,McKinley,1,3,Westminster,RES,4616.1,449.4,,,,,,,,
TAG,-93.266382,44.936506,2014,2019-02-14T00:00:00.000Z,3637 OAKLAND AVE S,44.936506,-93.266382,8,Powderhorn,Central,5,3,Westminster,RES,6627.0,679.1,,,,,,,,
TAG,-93.281261,44.962014,2015,2019-02-14T00:00:00.000Z,2017 PILLSBURY AVE,44.962014,-93.281261,10,Powderhorn,Whittier,3,3,Westminster,RES,3170.0,364.5,,,,,,,,
TAG,-93.215307,44.989092,2016,2019-02-14T00:00:00.000Z,1037 27TH AVE SE,44.989092,-93.215307,1,University,Como,4,3,Westminster,RES,7414.7,814.8,,,,,,,,
TAG,-93.250055,44.935903,2017,2019-02-14T00:00:00.000Z,1625 37TH ST E,44.935903,-93.250055,9,Powderhorn,Powderhorn Park,6,3,Westminster,RES,7804.8,792.4,,,,,,,,
TAG,-93.315965,44.992864,2018,2019-02-14T00:00:00.000Z,1339 VINCENT AVE N,44.992864,-93.315965,5,Near North,Willard - Hay,1,3,Westminster,RES,3605.7,372.4,,,,,,,,
TAG,-93.297186,44.996619,2019,2019-02-14T00:00:00.000Z,1709 GIRARD AVE N,44.996619,-93.297186,5,Near North,Near - North,1,3,Westminster,RES,2941.1,333.0,,,,,,,,
TAG,-93.281249,44.961891,2020,2019-02-14T00:00:00.000Z,2019 PILLSBURY AVE,44.961891,-93.281249,10,Powderhorn,Whittier,3,3,Westminster,RES,3183.6,367.0,,,,,,,,
TAG,-93.228617,44.987778,2021,2019-02-14T00:00:00.000Z,989 17TH AVE SE,44.987778,-93.228617,2,University,Como,4,3,Westminster,RES,6241.4,715.0,,,,,,,,
TAG,-93.245707,44.982546,2022,2019-02-14T00:00:00.000Z,213 8TH AVE SE,44.982546,-93.245707,3,University,Marcy Holmes,4,3,Westminster,LOCAL,4969.9,549.7,,,,,,,,
TAG,-93.238491,45.019574,2023,2019-02-14T00:00:00.000Z,2825 LINCOLN ST NE,45.019574,-93.238491,1,Northeast,Audubon Park,2,3,Westminster,RES,8382.7,790.6,,,,,,,,
TAG,-93.303235,45.03016,2024,2019-02-14T00:00:00.000Z,3647 RUSSELL AVE N,45.03016,-93.303235,4,Camden,Webber - Camden,1,3,Westminster,MSA,7542.2,669.8,,,,,,,,
TAG,-93.276112,44.96596,2025,2019-02-14T00:00:00.000Z,103 17TH ST E,44.96596,-93.276112,6,Central,Steven's Square - Loring Heights,3,3,Westminster,RES,3335.1,403.6,,,,,,,,
TAG,-93.282896,44.951592,2026,2019-02-14T00:00:00.000Z,2807 PLEASANT AVE,44.951592,-93.282896,10,Powderhorn,Whittier,3,3,Westminster,RES,4257.7,482.1,,,,,,,,
TAG,-93.215098,44.990385,2027,2019-02-14T00:00:00.000Z,1075 27TH AVE SE,44.990385,-93.215098,1,University,Como,4,3,Westminster,RES,7252.7,811.7,,,,,,,,
TAG,-93.297001,44.946222,2028,2019-02-14T00:00:00.000Z,3105 GIRARD AVE S,44.946222,-93.297001,10,Calhoun Isle,CARAG,5,3,Westminster,RES,5096.3,540.6,,,,,,,,
TAG,-93.305094,44.949216,2029,2019-02-14T00:00:00.000Z,2903 KNOX AVE S,44.949216,-93.305094,7,Calhoun Isle,Cedar - Isles - Dean,3,3,Westminster,CSAH,5110.7,533.0,,,,,,,,
TAG,-93.298164,45.020044,2030,2019-02-14T00:00:00.000Z,3553 HUMBOLDT AVE N,45.020044,-93.298164,4,Camden,Folwell,1,3,Westminster,RES,5622.0,535.4,,,,,,,,
TAG,-93.309619,44.975372,2031,2019-02-14T00:00:00.000Z,2217 HAWTHORNE AVE W,44.975372,-93.309619,7,Calhoun Isle,Bryn - Mawr,3,3,Westminster,RES,2365.4,277.9,,,,,,,,
TAG,-93.303235,45.03016,2032,2019-02-14T00:00:00.000Z,3647 RUSSELL AVE N,45.03016,-93.303235,4,Camden,Webber - Camden,1,3,Westminster,MSA,7542.2,669.8,,,,,,,,
TAG,-93.266322,44.943393,2033,2019-02-14T00:00:00.000Z,3253 OAKLAND AVE S,44.943393,-93.266322,9,Powderhorn,Central,5,3,Westminster,RES,5861.3,617.8,,,,,,,,
TAG,-93.258243,44.935937,2034,2019-02-14T00:00:00.000Z,1107 37TH ST E,44.935937,-93.258243,9,Powderhorn,Powderhorn Park,6,3,Westminster,RES,7324.6,738.7,,,,,,,,
TAG,-93.268885,44.928398,2035,2019-02-14T00:00:00.000Z,4107 5TH AVE S,44.928398,-93.268885,8,Powderhorn,Bryant,5,3,Westminster,RES,7717.7,738.5,,,,,,,,
TAG,-93.281296,44.961477,2036,2019-02-14T00:00:00.000Z,2115 PILLSBURY AVE,44.961477,-93.281296,10,Powderhorn,Whittier,3,3,Westminster,RES,3229.7,375.3,,,,,,,,
TAG,-93.275368,44.966129,2037,2019-02-14T00:00:00.000Z,121 17TH ST E,44.966129,-93.275368,6,Central,Steven's Square - Loring Heights,3,3,Westminster,RES,3302.8,395.9,,,,,,,,
TAG,-93.30507,44.949155,2038,2019-02-14T00:00:00.000Z,2907 KNOX AVE S,44.949155,-93.30507,7,Calhoun Isle,Cedar - Isles - Dean,3,3,Westminster,RES,5040.8,522.9,,,,,,,,
TAG,-93.282696,44.951646,2039,2019-02-14T00:00:00.000Z,2803 PLEASANT AVE,44.951646,-93.282696,10,Powderhorn,Whittier,3,3,Westminster,RES,4251.6,480.9,,,,,,,,
TAG,-93.309326,44.975454,2040,2019-02-14T00:00:00.000Z,2209 HAWTHORNE AVE W,44.975454,-93.309326,7,Calhoun Isle,Bryn - Mawr,3,3,Westminster,RES,2328.6,274.5,,,,,,,,
TAG,-93.284355,44.941127,2041,2019-02-14T00:00:00.000Z,321 34TH ST W,44.941127,-93.284355,8,Powderhorn,Lyndale,5,3,Westminster,MSA,5666.5,543.3,,,,,,,,
TAG,-93.297028,44.944661,2042,2019-02-14T00:00:00.000Z,3205 GIRARD AVE S,44.944661,-93.297028,10,Calhoun Isle,CARAG,5,3,Westminster,RES,5328.0,554.3,,,,,,,,
TAG,-93.298175,45.020244,2043,2019-02-14T00:00:00.000Z,3559 HUMBOLDT AVE N,45.020244,-93.298175,4,Camden,Folwell,1,3,Westminster,RES,5644.2,537.2,,,,,,,,
TAG,-93.228619,44.985595,2044,2019-02-14T00:00:00.000Z,925 17TH AVE SE,44.985595,-93.228619,2,University,Como,4,3,Westminster,RES,6595.4,757.2,,,,,,,,
TAG,-93.281244,44.961397,2045,2019-02-14T00:00:00.000Z,2117 PILLSBURY AVE,44.961397,-93.281244,10,Powderhorn,Whittier,3,3,Westminster,RES,3238.5,376.9,,,,,,,,
TAG,-93.284234,44.941373,2046,2019-02-14T00:00:00.000Z,307 34TH ST W,44.941373,-93.284234,8,Powderhorn,Lyndale,5,3,Westminster,RES,5651.6,542.8,,,,,,,,
TAG,-93.266469,44.943805,2047,2019-02-14T00:00:00.000Z,3233 OAKLAND AVE S,44.943805,-93.266469,9,Powderhorn,Central,5,3,Westminster,RES,5815.3,614.1,,,,,,,,
TAG,-93.282998,44.952353,2048,2019-02-14T00:00:00.000Z,2745 PLEASANT AVE,44.952353,-93.282998,10,Powderhorn,Whittier,3,3,Westminster,RES,4173.1,466.8,,,,,,,,
TAG,-93.266417,44.944019,2049,2019-02-14T00:00:00.000Z,3225 OAKLAND AVE S,44.944019,-93.266417,9,Powderhorn,Central,5,3,Westminster,RES,5791.6,612.2,,,,,,,,
TAG,-93.26907,44.923914,2050,2019-02-14T00:00:00.000Z,4335 5TH AVE S,44.923914,-93.26907,8,Nokomis,Regina,5,3,Westminster,RES,8216.5,778.4,,,,,,,,
TAG,-93.274622,44.96614,2051,2019-02-14T00:00:00.000Z,135 17TH ST E,44.96614,-93.274622,6,Central,Steven's Square - Loring Heights,3,3,Westminster,RES,3117.2,394.2,,,,,,,,
TAG,-93.281218,44.961286,2052,2019-02-14T00:00:00.000Z,2123 PILLSBURY AVE,44.961286,-93.281218,10,Powderhorn,Whittier,3,3,Westminster,RES,3250.8,379.1,,,,,,,,
TAG,-93.308812,45.012129,2053,2019-02-14T00:00:00.000Z,2939 RUSSELL AVE N,45.012129,-93.308812,5,Near North,Jordan,1,3,Westminster,CSAH,5241.0,511.1,,,,,,,,
TAG,-93.297061,44.943653,2054,2019-02-14T00:00:00.000Z,3237 GIRARD AVE S,44.943653,-93.297061,10,Calhoun Isle,CARAG,5,3,Westminster,RES,5215.9,540.8,,,,,,,,
TAG,-93.216452,44.990564,2055,2019-02-14T00:00:00.000Z,1081 26TH AVE SE,44.990564,-93.216452,1,University,Como,4,3,Westminster,RES,7130.6,798.7,,,,,,,,
TAG,-93.249904,44.946999,2056,2019-02-14T00:00:00.000Z,3041 17TH AVE S,44.946999,-93.249904,9,Powderhorn,Powderhorn Park,6,3,Westminster,RES,6655.1,699.4,,,,,,,,
TAG,-93.30486,44.949557,2057,2019-02-14T00:00:00.000Z,2889 KNOX AVE S,44.949557,-93.30486,7,Calhoun Isle,East Isles,3,3,Westminster,RES,5211.6,560.7,,,,,,,,
TAG,-93.29709,44.943417,2058,2019-02-14T00:00:00.000Z,3239 GIRARD AVE S,44.943417,-93.29709,10,Calhoun Isle,CARAG,5,3,Westminster,RES,5189.6,537.7,,,,,,,,
TAG,-93.274524,44.966009,2059,2019-02-14T00:00:00.000Z,137 17TH ST E,44.966009,-93.274524,6,Central,Steven's Square - Loring Heights,3,3,Westminster,RES,3131.8,397.8,,,,,,,,
TAG,-93.266336,44.944841,2060,2019-02-14T00:00:00.000Z,3205 OAKLAND AVE S,44.944841,-93.266336,9,Powderhorn,Central,5,3,Westminster,RES,5700.3,604.9,,,,,,,,
TAG,-93.317319,44.994304,2061,2019-02-14T00:00:00.000Z,1427 WASHBURN AVE N,44.994304,-93.317319,5,Near North,Willard - Hay,1,3,Westminster,RES,4073.1,430.3,,,,,,,,
TAG,-93.283001,44.952312,2062,2019-02-14T00:00:00.000Z,2739 PLEASANT AVE,44.952312,-93.283001,10,Powderhorn,Whittier,3,3,Westminster,RES,4177.7,467.7,,,,,,,,
TAG,-93.283929,44.941423,2063,2019-02-14T00:00:00.000Z,417 34TH ST W,44.941423,-93.283929,8,Powderhorn,Lyndale,5,3,Westminster,RES,5675.7,547.1,,,,,,,,
TAG,-93.228616,44.986051,2064,2019-02-14T00:00:00.000Z,939 17TH AVE SE,44.986051,-93.228616,2,University,Como,4,3,Westminster,RES,6544.7,748.1,,,,,,,,
TAG,-93.281238,44.96024,2065,2019-02-14T00:00:00.000Z,2219 PILLSBURY AVE,44.96024,-93.281238,10,Powderhorn,Whittier,3,3,Westminster,RES,3367.2,400.0,,,,,,,,
TAG,-93.237459,44.986136,2066,2019-02-14T00:00:00.000Z,727 11TH AVE SE,44.986136,-93.237459,3,University,Marcy Holmes,4,3,Westminster,MSA,5484.5,631.3,,,,,,,,
TAG,-93.304909,44.949378,2067,2019-02-14T00:00:00.000Z,2897 KNOX AVE S,44.949378,-93.304909,7,Calhoun Isle,East Isles,3,3,Westminster,RES,5231.5,565.5,,,,,,,,
TAG,-93.237764,44.985928,2068,2019-02-14T00:00:00.000Z,725 11TH AVE SE,44.985928,-93.237764,3,University,Marcy Holmes,4,3,Westminster,MSA,5498.8,640.0,,,,,,,,
TAG,-93.274076,44.966068,2069,2019-02-14T00:00:00.000Z,139 17TH ST E,44.966068,-93.274076,6,Central,Steven's Square - Loring Heights,3,3,Westminster,RES,3075.8,384.3,,,,,,,,
TAG,-93.298172,45.018873,2070,2019-02-14T00:00:00.000Z,3505 HUMBOLDT AVE N,45.018873,-93.298172,4,Camden,Folwell,1,3,Westminster,RES,5491.8,525.0,,,,,,,,
TAG,-93.263928,44.949151,2071,2019-02-14T00:00:00.000Z,2933 COLUMBUS AVE S,44.949151,-93.263928,6,Phillips,Phillips West,3,3,Westminster,RES,5394.7,595.4,,,,,,,,
TAG,-93.228629,44.98632,2072,2019-02-14T00:00:00.000Z,959 17TH AVE SE,44.98632,-93.228629,2,University,Como,4,3,Westminster,RES,6514.8,742.7,,,,,,,,
TAG,-93.263936,44.94904,2073,2019-02-14T00:00:00.000Z,2937 COLUMBUS AVE S,44.94904,-93.263936,6,Phillips,Phillips West,3,3,Westminster,RES,5382.3,594.4,,,,,,,,
TAG,-93.282979,44.952865,2074,2019-02-14T00:00:00.000Z,2727 PLEASANT AVE,44.952865,-93.282979,10,Powderhorn,Whittier,3,3,Westminster,RES,4116.2,456.6,,,,,,,,
TAG,-93.235823,45.027445,2075,2019-02-14T00:00:00.000Z,3251 ULYSSES ST NE,45.027445,-93.235823,1,Northeast,Waite Park,2,3,Westminster,RES,9511.0,884.5,,,,,,,,
TAG,-93.248777,44.946584,2076,2019-02-14T00:00:00.000Z,3053 18TH AVE S,44.946584,-93.248777,9,Powderhorn,Powderhorn Park,6,3,Westminster,MSA,6712.5,699.0,,,,,,,,
TAG,-93.266552,44.945882,2077,2019-02-14T00:00:00.000Z,3125 OAKLAND AVE S,44.945882,-93.266552,9,Powderhorn,Central,5,3,Westminster,RES,5584.4,595.7,,,,,,,,
TAG,-93.281305,44.95991,2078,2019-02-14T00:00:00.000Z,2303 PILLSBURY AVE,44.95991,-93.281305,10,Powderhorn,Whittier,3,3,Westminster,RES,3638.4,400.8,,,,,,,,
TAG,-93.266375,44.948913,2079,2019-02-14T00:00:00.000Z,2933 OAKLAND AVE S,44.948913,-93.266375,6,Phillips,Phillips West,3,3,Westminster,RES,5247.4,568.7,,,,,,,,
TAG,-93.216557,44.988537,2080,2019-02-14T00:00:00.000Z,1013 26TH AVE SE,44.988537,-93.216557,1,University,Como,4,3,Westminster,RES,7255.4,796.9,,,,,,,,
